loss,psnr,ssim,mse,mae,sobel_loss,val_loss,val_psnr,val_ssim,val_mse,val_mae,val_sobel_loss,lr
21.246923446655273,20.5368709564209,0.4382147192955017,1052.97998046875,20.440000534057617,7575.4423828125,10.20746898651123,24.482755661010742,0.6437335014343262,302.2799987792969,9.579999923706055,5264.33203125,1e-04
11.111319541931152,24.367290496826172,0.6810494065284729,354.4599914550781,10.619999885559082,5666.7001953125,8.255812644958496,26.1684513092041,0.7376842498779297,216.6199951171875,7.710000038146973,4315.07373046875,1e-04
9.469070434570312,25.615942001342773,0.7431104779243469,277.20001220703125,8.899999618530273,4862.95556640625,7.367600917816162,27.031827926635742,0.7751889228820801,183.41000366210938,6.769999980926514,3851.230224609375,1e-04
8.607562065124512,26.518909454345703,0.7723647952079773,228.36000061035156,8.100000381469727,4158.0654296875,7.160343647003174,27.44243812561035,0.7897701859474182,168.63999938964844,6.570000171661377,3609.5146484375,1e-04
8.099190711975098,27.35344886779785,0.7930474877357483,214.83999633789062,7.539999961853027,4125.81884765625,6.78951358795166,27.791589736938477,0.8016268014907837,159.1199951171875,6.25,3483.25927734375,1e-04
7.57711124420166,27.977399826049805,0.8046866655349731,192.24000549316406,7.019999980926514,3804.291015625,6.902315139770508,27.852766036987305,0.8061570525169373,155.47999572753906,6.269999980926514,3392.125244140625,1e-04
7.6227707862854,28.305557250976562,0.8019804358482361,187.72000122070312,7.119999885559082,3792.108642578125,6.769791126251221,28.04595184326172,0.8110643625259399,150.50999450683594,6.159999847412109,3314.8779296875,1e-04
7.181486129760742,28.894393920898438,0.8088228702545166,170.02000427246094,6.659999847412109,3496.77783203125,6.465757369995117,28.265840530395508,0.813843846321106,146.52000427246094,5.949999809265137,3265.03125,1e-04
7.210622787475586,29.01093292236328,0.8129128813743591,172.6199951171875,6.699999809265137,3552.613525390625,6.682953357696533,28.21178436279297,0.8128337860107422,145.85000610351562,6.130000114440918,3214.676025390625,1e-04
7.207859516143799,29.387548446655273,0.8174149394035339,175.10000610351562,6.619999885559082,3656.043701171875,6.360232353210449,28.426347732543945,0.8171823024749756,142.49000549316406,5.849999904632568,3184.892578125,1e-04
6.931574821472168,29.724390029907227,0.8187803626060486,166.97999572753906,6.420000076293945,3519.8759765625,6.3220953941345215,28.501737594604492,0.8233389258384705,140.50999450683594,5.760000228881836,3149.35302734375,1e-04
6.937542915344238,29.778841018676758,0.8144963979721069,158.16000366210938,6.340000152587891,3316.9140625,6.357402801513672,28.517396926879883,0.821614146232605,139.7100067138672,5.860000133514404,3127.01220703125,1e-04
7.054659843444824,29.609983444213867,0.8147217631340027,168.27999877929688,6.480000019073486,3577.529296875,6.1829094886779785,28.630971908569336,0.8258384466171265,138.00999450683594,5.630000114440918,3110.371337890625,1e-04
6.721889019012451,30.20553207397461,0.8213131427764893,159.52000427246094,6.159999847412109,3449.671875,6.150879383087158,28.673664093017578,0.8255147337913513,137.1300048828125,5.590000152587891,3098.01708984375,1e-04
6.788576602935791,30.194225311279297,0.8253163695335388,167.4600067138672,6.21999979019165,3628.92626953125,6.151609897613525,28.698022842407227,0.8269124627113342,136.4499969482422,5.579999923706055,3083.962890625,1e-04
6.729382514953613,30.249303817749023,0.8227018713951111,158.6999969482422,6.179999828338623,3439.25,6.224064826965332,28.652883529663086,0.8273603916168213,136.6699981689453,5.659999847412109,3074.351806640625,1e-04
6.567317962646484,30.864063262939453,0.8275730013847351,156.83999633789062,6.0,3414.923828125,6.205505847930908,28.703346252441406,0.8253729939460754,135.86000061035156,5.619999885559082,3064.8564453125,1e-04
6.682734966278076,30.42755889892578,0.8250386714935303,159.77999877929688,6.119999885559082,3486.816650390625,6.1986002922058105,28.71198081970215,0.8290574550628662,135.63999938964844,5.619999885559082,3055.002197265625,1e-04
6.701076030731201,30.569849014282227,0.8247261643409729,157.5,6.179999828338623,3409.851318359375,6.53099250793457,28.53030776977539,0.8249121904373169,137.25,5.929999828338623,3045.39306640625,1e-04
6.5153045654296875,30.652355194091797,0.8275958895683289,146.10000610351562,5.960000038146973,3178.57373046875,6.704999923706055,28.405405044555664,0.8189538717269897,138.8699951171875,6.119999885559082,3045.34130859375,1e-04
6.660587787628174,30.43048095703125,0.8235853314399719,151.16000366210938,6.099999904632568,3314.068359375,6.143116474151611,28.764127731323242,0.8306367993354797,134.44000244140625,5.579999923706055,3039.50341796875,5e-05
6.526140213012695,30.671072006225586,0.8274433612823486,153.22000122070312,6.039999961853027,3341.608642578125,6.0102105140686035,28.830608367919922,0.8318238854408264,133.83999633789062,5.460000038146973,3036.878173828125,5e-05
6.276975631713867,31.144027709960938,0.8333818912506104,146.6999969482422,5.78000020980835,3224.239990234375,6.006284236907959,28.834115982055664,0.8316611647605896,133.77000427246094,5.460000038146973,3035.853515625,5e-05
6.5220465660095215,30.796640396118164,0.8285651206970215,157.6199951171875,6.019999980926514,3450.584716796875,6.027038097381592,28.829822540283203,0.8313285112380981,133.7100067138672,5.5,3033.849609375,5e-05
6.224015712738037,31.283828735351562,0.8314092755317688,145.0399932861328,5.699999809265137,3176.24072265625,6.052365779876709,28.821044921875,0.8313974738121033,133.72999572753906,5.53000020980835,3031.234375,5e-05
6.328044891357422,31.00876235961914,0.8304443359375,149.24000549316406,5.78000020980835,3275.4833984375,6.0157341957092285,28.839191436767578,0.8320869207382202,133.52999877929688,5.489999771118164,3029.748779296875,5e-05
6.410396575927734,30.834983825683594,0.8306475877761841,150.47999572753906,5.900000095367432,3296.598388671875,5.994929790496826,28.84815216064453,0.8321258425712585,133.3699951171875,5.449999809265137,3029.36865234375,5e-05
6.421205997467041,30.96783447265625,0.8292827606201172,154.0399932861328,5.900000095367432,3400.23583984375,5.9936933517456055,28.851659774780273,0.8321917653083801,133.3000030517578,5.460000038146973,3027.60302734375,5e-05
6.354296684265137,30.9782772064209,0.8305799961090088,147.4600067138672,5.840000152587891,3250.689453125,5.9948906898498535,28.854419708251953,0.8327176570892334,133.1999969482422,5.46999979019165,3025.2333984375,5e-05
6.4793877601623535,30.98223114013672,0.829222559928894,154.4199981689453,5.920000076293945,3426.05615234375,6.053881645202637,28.828514099121094,0.8317857980728149,133.4499969482422,5.510000228881836,3024.398193359375,5e-05
6.625969886779785,30.949739456176758,0.823896050453186,162.0800018310547,6.059999942779541,3595.75244140625,5.996438026428223,28.8585262298584,0.832192599773407,133.1300048828125,5.460000038146973,3023.59619140625,5e-05
6.238780498504639,31.28945541381836,0.8331500291824341,143.5800018310547,5.71999979019165,3145.135009765625,6.0121259689331055,28.853490829467773,0.8320222496986389,133.10000610351562,5.46999979019165,3020.743408203125,5e-05
6.395649433135986,31.386341094970703,0.8317922353744507,154.33999633789062,5.880000114440918,3404.033447265625,6.052993297576904,28.837614059448242,0.8308737874031067,133.1999969482422,5.519999980926514,3018.475341796875,5e-05
6.152806282043457,31.545488357543945,0.8366181254386902,143.6199951171875,5.559999942779541,3215.511474609375,6.013303756713867,28.865310668945312,0.832713782787323,132.83999633789062,5.5,3015.852294921875,5e-05
6.357616424560547,31.2042236328125,0.8340195417404175,152.02000427246094,5.739999771118164,3367.184326171875,5.966310501098633,28.8823299407959,0.8333132863044739,132.75999450683594,5.409999847412109,3017.303955078125,5e-05
6.087615966796875,31.687532424926758,0.8383455872535706,140.82000732421875,5.460000038146973,3119.9794921875,5.9799957275390625,28.877927780151367,0.8327857851982117,132.72999572753906,5.460000038146973,3015.8994140625,5e-05
6.504108905792236,30.89525604248047,0.8283238410949707,152.63999938964844,6.039999961853027,3395.718505859375,5.994612216949463,28.870649337768555,0.8328739404678345,132.7899932861328,5.46999979019165,3016.25341796875,5e-05
6.30257511138916,31.30768394470215,0.8342814445495605,148.63999938964844,5.840000152587891,3327.319580078125,5.9701337814331055,28.887432098388672,0.833229124546051,132.5500030517578,5.420000076293945,3014.266845703125,5e-05
5.865602970123291,31.786619186401367,0.837310254573822,132.63999938964844,5.340000152587891,2910.7783203125,5.974538803100586,28.879135131835938,0.8329042196273804,132.72999572753906,5.480000019073486,3016.926513671875,5e-05
6.1845550537109375,31.426769256591797,0.8339374661445618,143.75999450683594,5.659999847412109,3156.95068359375,6.072424411773682,28.83655548095703,0.8317383527755737,132.99000549316406,5.539999961853027,3012.354736328125,5e-05
6.23228645324707,31.48657989501953,0.8338435888290405,147.5,5.659999847412109,3266.547607421875,5.93784236907959,28.90074920654297,0.8339299559593201,132.3800048828125,5.369999885559082,3013.00341796875,2.5e-05
6.371429443359375,31.388769149780273,0.8307396769523621,153.74000549316406,5.900000095367432,3405.110595703125,5.943278789520264,28.905607223510742,0.8340778946876526,132.3000030517578,5.369999885559082,3010.5966796875,2.5e-05
6.392810821533203,30.9793701171875,0.8302077651023865,155.83999633789062,5.880000114440918,3483.014404296875,5.933925151824951,28.908857345581055,0.8340697288513184,132.25999450683594,5.369999885559082,3010.356201171875,2.5e-05
6.323657989501953,31.36532974243164,0.8331325054168701,151.6999969482422,5.840000152587891,3388.221923828125,5.941273212432861,28.905237197875977,0.8338220715522766,132.33999633789062,5.369999885559082,3011.125732421875,2.5e-05
6.174134731292725,31.501375198364258,0.8348666429519653,142.3000030517578,5.659999847412109,3181.480224609375,5.938136577606201,28.908384323120117,0.8339663147926331,132.27999877929688,5.369999885559082,3010.060302734375,2.5e-05
6.212471961975098,31.60358238220215,0.8311407566070557,144.3800048828125,5.679999828338623,3195.917236328125,5.9342851638793945,28.912548065185547,0.8340510725975037,132.19000244140625,5.369999885559082,3009.010009765625,2.5e-05
6.182614803314209,31.393869400024414,0.8360041975975037,145.13999938964844,5.619999885559082,3197.881591796875,5.940112113952637,28.912935256958008,0.8342127203941345,132.13999938964844,5.380000114440918,3007.1455078125,2.5e-05
6.153056621551514,31.60748863220215,0.8335415720939636,145.33999633789062,5.639999866485596,3224.718017578125,5.933879852294922,28.915016174316406,0.8342651128768921,132.1300048828125,5.369999885559082,3007.124267578125,2.5e-05
6.284704208374023,31.249366760253906,0.8334563374519348,145.83999633789062,5.78000020980835,3249.73291015625,5.9265360832214355,28.916854858398438,0.8343055844306946,132.11000061035156,5.369999885559082,3006.7216796875,2.5e-05
6.295253753662109,31.267257690429688,0.8303143978118896,147.86000061035156,5.78000020980835,3284.09228515625,5.930025577545166,28.918081283569336,0.8342652916908264,132.0800018310547,5.369999885559082,3006.269287109375,2.5e-05
6.210635185241699,31.539688110351562,0.8352607488632202,150.44000244140625,5.659999847412109,3319.400390625,5.938959121704102,28.9134521484375,0.8340405821800232,132.14999389648438,5.369999885559082,3006.905517578125,2.5e-05
6.203251838684082,31.62030792236328,0.8360890746116638,147.75999450683594,5.699999809265137,3258.00439453125,5.966145038604736,28.90912628173828,0.8337312340736389,132.0800018310547,5.460000038146973,3003.347900390625,2.5e-05
