loss,psnr,ssim,mse,mae,sobel_loss,val_loss,val_psnr,val_ssim,val_mse,val_mae,val_sobel_loss
131.6449432373047,9.152957916259766,0.0486452691257,9331.3603515625,77.52446746826172,55734.24609375,85.0629653930664,11.7144775390625,0.1308123767375946,5044.50390625,56.145729064941406,29727.8671875
73.12486267089844,11.845812797546387,0.13524124026298523,5344.38671875,58.498077392578125,18809.16796875,57.71072769165039,13.046607971191406,0.17554514110088348,3762.115234375,49.05577087402344,17567.828125
67.35073852539062,12.69023323059082,0.1973341554403305,4739.861328125,54.754180908203125,11856.3828125,62.15974044799805,11.846980094909668,0.1885180026292801,5210.86767578125,58.119140625,16462.142578125
59.2541389465332,13.432435035705566,0.25230154395103455,4006.005859375,50.362186431884766,9586.166015625,52.04057312011719,13.695452690124512,0.23588618636131287,3346.818359375,46.865055084228516,11643.4716796875
56.17441940307617,13.967472076416016,0.29287803173065186,3643.2275390625,47.853431701660156,7535.41748046875,45.20708465576172,14.740089416503906,0.3401724696159363,2874.85400390625,41.885284423828125,9953.1064453125
52.12008285522461,14.534306526184082,0.3371591567993164,3324.824951171875,45.655357360839844,6286.34619140625,43.81938552856445,14.825284004211426,0.36140450835227966,2873.24755859375,42.21477508544922,9164.74609375
50.392269134521484,14.904815673828125,0.3839225471019745,3081.060546875,43.960594177246094,5861.55615234375,55.70017623901367,13.838611602783203,0.4119754433631897,3472.80810546875,46.61844253540039,9015.603515625
43.33743667602539,15.896427154541016,0.4493386149406433,2517.301513671875,39.181419372558594,5286.45556640625,33.695404052734375,17.43178367614746,0.4630599915981293,1428.5628662109375,29.946935653686523,7191.92236328125
22.763582229614258,20.69548797607422,0.5987095832824707,848.3872680664062,21.400014877319336,4399.78564453125,19.180953979492188,20.920827865600586,0.6147185564041138,635.2765502929688,18.537561416625977,6238.794921875
11.502084732055664,25.416152954101562,0.7260974049568176,276.43792724609375,11.156103134155273,3415.48291015625,11.540794372558594,24.75489044189453,0.6880908012390137,317.96533203125,11.360057830810547,5754.75244140625
9.897305488586426,26.47586441040039,0.7606042623519897,212.86953735351562,9.649548530578613,3028.988525390625,10.352948188781738,25.538896560668945,0.7204362750053406,284.5263977050781,10.251054763793945,5499.431640625
9.021858215332031,27.2528133392334,0.7736315131187439,190.9979705810547,8.870896339416504,3066.983642578125,10.578971862792969,25.480823516845703,0.7342117428779602,288.36090087890625,10.493086814880371,5358.08984375
9.082935333251953,27.367887496948242,0.7825260758399963,189.25732421875,8.887299537658691,2967.804443359375,10.76590347290039,25.310131072998047,0.7049012184143066,291.25665283203125,10.665785789489746,5343.728515625
7.831436634063721,28.356996536254883,0.8047893643379211,154.55975341796875,7.733590126037598,2780.017578125,9.2575044631958,26.424514770507812,0.7596213817596436,250.61239624023438,9.19509506225586,5117.35205078125
7.647017955780029,28.612302780151367,0.8121452331542969,152.1664276123047,7.540342330932617,2824.547119140625,10.638982772827148,25.548131942749023,0.7416040301322937,278.0623474121094,10.538320541381836,5114.97412109375
7.512570858001709,28.765806198120117,0.8068055510520935,142.3795928955078,7.41633415222168,2615.226806640625,9.6151704788208,26.269575119018555,0.7573797106742859,255.58700561523438,9.514411926269531,5000.31494140625
7.353271484375,29.184450149536133,0.8192918300628662,144.68374633789062,7.264617443084717,2717.463134765625,8.805802345275879,26.922935485839844,0.7689582705497742,233.21730041503906,8.773959159851074,4864.70556640625
7.311680316925049,29.140670776367188,0.8232402205467224,147.2218780517578,7.235774517059326,2856.120849609375,8.836487770080566,26.92375946044922,0.7725712060928345,232.9678955078125,8.812081336975098,4822.78857421875
7.1769585609436035,29.384437561035156,0.8211538195610046,139.17953491210938,7.1117048263549805,2694.2919921875,8.691630363464355,27.030630111694336,0.7701257467269897,228.53970336914062,8.653396606445312,4779.357421875
6.832025051116943,29.760290145874023,0.8312743306159973,132.2278594970703,6.773710250854492,2634.578857421875,8.443599700927734,27.274595260620117,0.7809224724769592,224.9141845703125,8.414085388183594,4752.078125
7.163493633270264,29.592023849487305,0.8273615837097168,131.0074920654297,7.048591136932373,2387.0029296875,9.570470809936523,26.50252914428711,0.7711002230644226,246.9615478515625,9.449532508850098,4710.87109375
6.299388408660889,30.589021682739258,0.8411649465560913,118.155517578125,6.256936550140381,2406.691650390625,8.768712997436523,27.059595108032227,0.7687656283378601,223.73216247558594,8.746719360351562,4643.69482421875
6.578970909118652,30.358125686645508,0.8410808444023132,123.36247253417969,6.519106864929199,2461.429931640625,8.744702339172363,27.117835998535156,0.7838903665542603,223.08236694335938,8.67338752746582,4600.21875
6.533384799957275,30.445127487182617,0.8396990895271301,119.08676147460938,6.4681172370910645,2358.4052734375,8.784305572509766,27.143756866455078,0.7809425592422485,223.85089111328125,8.761693954467773,4521.158203125
6.437259674072266,30.422157287597656,0.8396960496902466,121.67919921875,6.379515171051025,2504.140380859375,8.374293327331543,27.42340850830078,0.7793358564376831,215.97642517089844,8.337165832519531,4540.87353515625
6.386673450469971,30.462684631347656,0.8372560739517212,118.86312866210938,6.330114364624023,2414.108154296875,8.443587303161621,27.343400955200195,0.783229649066925,217.61817932128906,8.420109748840332,4515.58837890625
6.31803035736084,30.597183227539062,0.847297191619873,116.23451232910156,6.27401065826416,2358.0732421875,8.274751663208008,27.536571502685547,0.7884981036186218,212.90843200683594,8.24244213104248,4438.04443359375
6.4001054763793945,30.693038940429688,0.8456734418869019,118.91179656982422,6.3365020751953125,2377.748046875,8.448376655578613,27.358949661254883,0.7851128578186035,217.19708251953125,8.422501564025879,4518.82958984375
6.23445987701416,30.864744186401367,0.8479641079902649,115.16960906982422,6.181117534637451,2374.474365234375,8.337506294250488,27.490503311157227,0.7802988290786743,212.95123291015625,8.307677268981934,4448.50341796875
6.233513355255127,30.806629180908203,0.8455987572669983,116.95498657226562,6.183447360992432,2429.879638671875,8.394922256469727,27.4422607421875,0.7929151654243469,212.2749786376953,8.356429100036621,4379.88671875
5.982429027557373,31.17844009399414,0.8497747182846069,111.23971557617188,5.9427266120910645,2336.941162109375,8.660070419311523,27.234535217285156,0.7708035111427307,214.1141815185547,8.631181716918945,4415.94189453125
6.199590682983398,30.88195037841797,0.848945677280426,116.20667266845703,6.155569076538086,2403.400390625,8.055037498474121,27.75225257873535,0.795146644115448,208.90158081054688,8.035752296447754,4403.3779296875
6.254918098449707,30.871694564819336,0.8453764915466309,116.12544250488281,6.210084915161133,2356.62255859375,8.225400924682617,27.58901596069336,0.7953093647956848,207.29916381835938,8.200942039489746,4308.66015625
6.1379714012146,31.066038131713867,0.8533987998962402,114.35531616210938,6.103052139282227,2358.8857421875,8.014300346374512,27.803129196166992,0.7994377017021179,204.77880859375,7.989984035491943,4307.32080078125
6.164527416229248,30.995752334594727,0.8534502387046814,114.110107421875,6.111614227294922,2345.766845703125,8.456490516662598,27.4288387298584,0.7964433431625366,211.96670532226562,8.431228637695312,4313.06103515625
5.835864067077637,31.41728973388672,0.854335606098175,105.08952331542969,5.804230213165283,2166.82568359375,8.202120780944824,27.664072036743164,0.775160551071167,205.2755889892578,8.181288719177246,4298.28564453125
5.669398784637451,31.641586303710938,0.850532054901123,99.25100708007812,5.63145637512207,2099.8447265625,8.315345764160156,27.565166473388672,0.7763625979423523,205.90476989746094,8.2697172164917,4269.1015625
5.993227958679199,31.080434799194336,0.8488600254058838,109.05455780029297,5.957475185394287,2276.046875,8.086753845214844,27.724227905273438,0.7978577613830566,204.20431518554688,8.068264961242676,4247.94580078125
5.800779819488525,31.600473403930664,0.8620851039886475,108.26376342773438,5.771386623382568,2275.348388671875,7.894090175628662,27.93829345703125,0.7964142560958862,200.48020935058594,7.876707077026367,4223.17919921875
