psnr,ssim,mse,mae,sobel_loss,loss,val_psnr,val_ssim,val_mse,val_mae,val_sobel_loss,val_val_loss,lr
31.840505599975586,0.8352589011192322,145.04640197753906,5.683499813079834,3063.545654296875,6.956511974334717,29.897356033325195,0.8545891046524048,107.0,4.880000114440918,2338.627685546875,6.124167442321777,1e-04
33.17276382446289,0.8597231507301331,115.63870239257812,4.913300037384033,2507.055908203125,4.387840270996094,30.472335815429688,0.8653215169906616,95.37000274658203,4.519999980926514,2076.28857421875,5.673918724060059,1e-04
33.47772979736328,0.86520916223526,109.5270004272461,4.751299858093262,2355.295654296875,4.999819278717041,30.682600021362305,0.8685265183448792,91.04000091552734,4.440000057220459,1971.6112060546875,5.508504390716553,1e-04
33.652374267578125,0.8689954876899719,105.05750274658203,4.629799842834473,2248.763916015625,5.03278112411499,30.787109375,0.8708212375640869,89.33999633789062,4.360000133514404,1929.4134521484375,5.476179122924805,1e-04
33.77937698364258,0.8707051873207092,102.67729949951172,4.5680999755859375,2190.82470703125,5.747334003448486,30.787372589111328,0.8706498742103577,88.83000183105469,4.409999847412109,1916.8865966796875,5.477197647094727,1e-04
33.83506774902344,0.8719450235366821,101.22129821777344,4.53849983215332,2153.15673828125,7.073715686798096,30.878578186035156,0.8716986775398254,87.11000061035156,4.340000152587891,1878.6748046875,5.403196811676025,1e-04
33.889984130859375,0.8729634881019592,100.03309631347656,4.5040998458862305,2123.980712890625,6.8424391746521,30.921863555908203,0.873005211353302,86.37000274658203,4.260000228881836,1859.0093994140625,5.3764190673828125,1e-04
33.962764739990234,0.8738300800323486,98.5115966796875,4.466599941253662,2088.6865234375,4.667829513549805,30.90484046936035,0.8734132647514343,86.87000274658203,4.25,1870.9185791015625,5.400679111480713,1e-04
33.9871826171875,0.8743531107902527,98.15699768066406,4.462100028991699,2075.582763671875,6.303011894226074,30.981395721435547,0.8741459846496582,85.25,4.179999828338623,1832.64794921875,5.4211273193359375,1e-04
34.024757385253906,0.8749331831932068,97.65129852294922,4.441800117492676,2063.310791015625,5.422337532043457,30.97663116455078,0.8743143677711487,85.48999786376953,4.179999828338623,1838.75634765625,5.350702285766602,1e-04
34.075008392333984,0.8755013942718506,96.71099853515625,4.423099994659424,2042.3323974609375,5.188671588897705,31.005292892456055,0.8746819496154785,84.91000366210938,4.170000076293945,1822.314208984375,5.360961437225342,1e-04
34.07118606567383,0.8758878111839294,96.26519775390625,4.417500019073486,2031.87255859375,5.210577487945557,30.992431640625,0.8745408654212952,85.2300033569336,4.179999828338623,1830.37158203125,5.39450740814209,1e-04
34.08424758911133,0.8761601448059082,95.85459899902344,4.406899929046631,2021.458740234375,5.904158115386963,31.033700942993164,0.8753964900970459,84.27999877929688,4.159999847412109,1804.778076171875,5.357706069946289,1e-04
34.13665008544922,0.8766562342643738,95.5813980102539,4.393899917602539,2014.865234375,5.348514080047607,31.042497634887695,0.8752825260162354,84.25,4.150000095367432,1807.239990234375,5.323492050170898,1e-04
34.1124267578125,0.876349925994873,95.533203125,4.396200180053711,2012.5560302734375,5.714351654052734,31.058486938476562,0.875613272190094,84.05000305175781,4.139999866485596,1802.3785400390625,5.315550327301025,1e-04
34.195919036865234,0.8772879838943481,94.22920227050781,4.356100082397461,1984.076171875,4.074587345123291,31.05292510986328,0.8755901455879211,84.08999633789062,4.159999847412109,1803.232666015625,5.373824596405029,1e-04
34.19832229614258,0.8775564432144165,94.24669647216797,4.349599838256836,1982.2152099609375,4.799122333526611,31.079587936401367,0.8757736682891846,83.58999633789062,4.150000095367432,1791.4083251953125,5.3335442543029785,1e-04
34.203758239746094,0.8778582215309143,93.41699981689453,4.346199989318848,1963.3509521484375,4.858312606811523,31.06232261657715,0.8759033679962158,83.8499984741211,4.139999866485596,1798.28564453125,5.302553653717041,1e-04
34.18189239501953,0.8774874806404114,94.28019714355469,4.368100166320801,1980.7215576171875,4.8244500160217285,31.059986114501953,0.8756192922592163,83.7699966430664,4.139999866485596,1794.431396484375,5.299783706665039,1e-04
34.20028305053711,0.8777135610580444,93.56839752197266,4.348100185394287,1966.3934326171875,3.6273112297058105,31.084949493408203,0.8760602474212646,83.41000366210938,4.110000133514404,1785.9853515625,5.31898832321167,1e-04
34.34010314941406,0.8794907927513123,92.15019989013672,4.296500205993652,1930.9542236328125,5.275132656097412,31.153783798217773,0.8771847486495972,82.19999694824219,4.099999904632568,1757.7886962890625,5.267674446105957,5e-05
34.33216094970703,0.8793824315071106,91.86609649658203,4.3007001876831055,1924.87158203125,4.644301414489746,31.158552169799805,0.877163290977478,82.18000030517578,4.090000152587891,1757.7314453125,5.297763347625732,5e-05
34.3376579284668,0.8795602321624756,91.16439819335938,4.285699844360352,1907.5272216796875,4.020111560821533,31.168968200683594,0.877409815788269,82.04000091552734,4.070000171661377,1753.53955078125,5.2641119956970215,5e-05
34.354183197021484,0.8798904418945312,90.92320251464844,4.27869987487793,1902.50634765625,4.862189292907715,31.17115020751953,0.8774053454399109,82.05000305175781,4.090000152587891,1754.154541015625,5.2504777908325195,5e-05
34.365638732910156,0.8799974322319031,90.87550354003906,4.2743000984191895,1900.2957763671875,5.387170791625977,31.178312301635742,0.8773694634437561,81.94000244140625,4.079999923706055,1751.7498779296875,5.264300346374512,5e-05
34.366905212402344,0.8800784945487976,90.80599975585938,4.2657999992370605,1897.6939697265625,4.419326305389404,31.184951782226562,0.8774237632751465,81.79000091552734,4.070000171661377,1747.5936279296875,5.26045560836792,5e-05
34.35142517089844,0.8799213767051697,91.01490020751953,4.283400058746338,1901.6031494140625,3.7760679721832275,31.180185317993164,0.877616822719574,81.81999969482422,4.079999923706055,1748.3963623046875,5.2732062339782715,5e-05
34.36524200439453,0.8800516724586487,91.00469970703125,4.280600070953369,1900.810546875,4.932066440582275,31.18526840209961,0.8774237632751465,81.76000213623047,4.070000171661377,1747.0587158203125,5.255746841430664,5e-05
34.399192810058594,0.8804948925971985,90.28260040283203,4.259799957275391,1886.6409912109375,6.7952961921691895,31.186500549316406,0.8776411414146423,81.6500015258789,4.070000171661377,1745.110107421875,5.269831657409668,5e-05
34.40005874633789,0.8806053996086121,90.05079650878906,4.249100208282471,1880.9654541015625,6.117646217346191,31.192787170410156,0.8777915835380554,81.73999786376953,4.070000171661377,1746.0511474609375,5.261642932891846,5e-05
34.42615509033203,0.8808367252349854,89.90450286865234,4.244800090789795,1875.17236328125,3.887040138244629,31.169727325439453,0.8772239685058594,82.05000305175781,4.090000152587891,1753.80810546875,5.246214866638184,5e-05
34.41292953491211,0.8807209134101868,89.93280029296875,4.2484002113342285,1876.6568603515625,5.948379993438721,31.18268394470215,0.8776387572288513,81.80000305175781,4.070000171661377,1748.6256103515625,5.269247531890869,5e-05
34.40778732299805,0.8808907270431519,90.2300033569336,4.253200054168701,1882.02001953125,4.281681060791016,31.189136505126953,0.8777926564216614,81.87000274658203,4.070000171661377,1749.9091796875,5.252889156341553,5e-05
34.39372634887695,0.8805243372917175,90.55919647216797,4.265999794006348,1889.092041015625,4.835753917694092,31.202268600463867,0.8779553174972534,81.43000030517578,4.070000171661377,1739.60009765625,5.235195159912109,5e-05
